player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position_x,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain,player_id,first_name,last_name,last_season,current_club_id,player_code,market_value_in_eur,height_in_cm,date_of_birth
Eduardo Vargas,Queens Park Rangers,EPL,21,1389,3,3,2,3.477744033560157,1.8190636951476336,3.477744033560157,0.2253397861918028,0.1178658981737127,0.2253397861918028,F M S,41,15,1,0,2.878536893986165,6.131222357973456,89718,Eduardo,Vargas,2016,533,eduardo-vargas,1500000.0,174.0,1989-11-20 00:00:00
André Schürrle,Chelsea,EPL,14,428,3,3,0,3.249142687767744,0.5976690649986267,3.249142687767744,0.6832309390165817,0.125678074415599,0.6832309390165817,M S,21,6,2,0,1.4035245031118393,4.820191135630012,58205,André,Schürrle,2019,232,andre-schurrle,4500000.0,184.0,1990-11-06 00:00:00
Laurent Koscielny,Arsenal,EPL,27,2289,3,3,0,1.274743553251028,0.116488516330719,1.274743553251028,0.0501209785026616,0.0045801513629378,0.0501209785026616,D S,8,2,4,0,3.6175646809861055,3.6892644492909312,76277,Laurent,Koscielny,2021,40,laurent-koscielny,3000000.0,186.0,1985-09-10 00:00:00
Victor Moses,Stoke,EPL,19,1473,3,2,3,4.516806559637189,2.320560065098107,3.755637699738145,0.2759759608739626,0.1417857473583364,0.2294686985583388,F M,41,32,3,0,1.9420535452663896,6.2295324224978685,59866,Victor,Moses,2023,232,victor-moses,1000000.0,177.0,1990-12-12 00:00:00
Tom Cleverley,"Aston Villa,Manchester United",EPL,32,2633,3,3,0,1.7877938449382782,1.3489697314798832,1.7877938449382782,0.0611095503397056,0.0461098654892478,0.0611095503397056,F M,24,27,7,0,4.157936003059149,5.81716294772923,73484,Tom,Cleverley,2021,1010,tom-cleverley,400000.0,175.0,1989-08-12 00:00:00
Fernandinho,Manchester City,EPL,33,2283,3,3,3,2.4068920481950045,2.695050650276244,2.4068920481950045,0.0948840492061105,0.1062437838479465,0.0948840492061105,M S,24,30,7,0,9.671797586604953,13.146952655166388,26267,,Fernandinho,2021,281,fernandinho,600000.0,179.0,1985-05-04 00:00:00
Fernandinho,Manchester City,EPL,33,2283,3,3,3,2.4068920481950045,2.695050650276244,2.4068920481950045,0.0948840492061105,0.1062437838479465,0.0948840492061105,M S,24,30,7,0,9.671797586604953,13.146952655166388,76902,,Fernandinho,2014,276,fernandinho,150000.0,173.0,1985-11-25 00:00:00
Fernandinho,Manchester City,EPL,33,2283,3,3,3,2.4068920481950045,2.695050650276244,2.4068920481950045,0.0948840492061105,0.1062437838479465,0.0948840492061105,M S,24,30,7,0,9.671797586604953,13.146952655166388,230937,,Fernandinho,2014,1465,fernandinho,350000.0,174.0,1993-03-16 00:00:00
Fernandinho,Manchester City,EPL,33,2283,3,3,3,2.4068920481950045,2.695050650276244,2.4068920481950045,0.0948840492061105,0.1062437838479465,0.0948840492061105,M S,24,30,7,0,9.671797586604953,13.146952655166388,389324,,Fernandinho,2018,7378,fernandinho,75000.0,169.0,1994-09-11 00:00:00
Danny Rose,Tottenham,EPL,28,2386,3,3,4,1.6703250305727124,2.9121242901310325,1.6703250305727124,0.0630047161573948,0.109845425864121,0.0630047161573948,D S,24,27,7,0,7.363565810024738,10.74425258114934,50174,Danny,Rose,2021,1010,danny-rose,500000.0,173.0,1990-07-02 00:00:00
Cesc Fàbregas,Chelsea,EPL,34,2895,3,3,18,3.2493747798725963,10.149339951574802,3.2493747798725963,0.1010168325348993,0.3155235218106156,0.1010168325348993,M S,43,95,11,1,16.971001962199807,23.01318160444498,8806,Cesc,Fàbregas,2021,162,cesc-fabregas,1000000.0,179.0,1987-05-04 00:00:00
Jack Cork,"Southampton,Swansea",EPL,27,1795,3,3,0,3.13075337279588,0.7083077467978001,3.13075337279588,0.1569737067139995,0.0355140374439008,0.1569737067139995,M S,8,12,1,0,7.323186716064811,8.94570867344737,40613,Jack,Cork,2023,1132,jack-cork,800000.0,185.0,1989-06-25 00:00:00
Wayne Routledge,Swansea,EPL,29,2327,3,3,1,3.858188288286328,2.31121738627553,3.858188288286328,0.1492208620308421,0.0893895852018898,0.1492208620308421,F M S,31,28,1,1,3.1210980340838432,8.535147248767316,14066,Wayne,Routledge,2017,2288,wayne-routledge,250000.0,170.0,1985-01-07 00:00:00
Jack Rodwell,Sunderland,EPL,23,1483,3,3,0,2.482021426782012,0.2751683965325355,2.482021426782012,0.150628407559259,0.0166993632420284,0.150628407559259,M S,30,4,5,0,4.823791150934994,5.963927052915096,57079,Jack,Rodwell,2020,350,jack-rodwell,350000.0,188.0,1991-03-11 00:00:00
Sebastian Larsson,Sunderland,EPL,36,3079,3,3,3,2.721916640177369,3.486307787708938,2.721916640177369,0.0795623571341225,0.1019057164318949,0.0795623571341225,M,45,58,10,0,5.843437802046537,8.626350525766611,31720,Sebastian,Larsson,2016,289,sebastian-larsson,500000.0,178.0,1985-06-06 00:00:00
Jeffrey Schlupp,Leicester,EPL,32,2557,3,3,2,2.299106224440038,1.5454933568835258,2.299106224440038,0.0809227845911628,0.054397497895783,0.0809227845911628,D M S,40,23,4,0,3.824514277279377,7.155159743502736,157506,Jeffrey,Schlupp,2024,371,jeffrey-schlupp,5000000.0,178.0,1992-12-23 00:00:00
Jonjo Shelvey,Swansea,EPL,31,2471,3,2,5,4.547879750840366,2.943916641175747,3.786710913293064,0.1656451548262375,0.1072248068416905,0.1379214820705689,M S,62,30,8,1,7.097531778737903,11.989973668009045,71292,Jonjo,Shelvey,2023,126,jonjo-shelvey,2600000.0,184.0,1992-02-27 00:00:00
Nathan Dyer,Swansea,EPL,32,1879,3,3,2,2.0165312504395843,2.235175338573754,2.0165312504395843,0.0965874468012573,0.1070600215389238,0.0965874468012573,F M S,17,22,2,0,5.942771966569126,8.583797143772244,37011,Nathan,Dyer,2017,2288,nathan-dyer,350000.0,165.0,1987-11-29 00:00:00
Craig Gardner,West Bromwich Albion,EPL,35,2697,3,3,4,3.3401153879240155,3.343790824059397,3.3401153879240155,0.1114610251810016,0.1115836759975327,0.1114610251810016,M S,56,35,10,0,4.230649571865797,8.155048488639295,37171,Craig,Gardner,2016,984,craig-gardner,400000.0,176.0,1986-11-25 00:00:00
Victor Anichebe,West Bromwich Albion,EPL,21,1019,3,3,1,1.8499112874269483,1.331589601933956,1.8499112874269483,0.1633876505087589,0.1176085026241963,0.1633876505087589,F S,25,18,0,0,1.0943199768662453,3.206710208207369,39532,Victor,Anichebe,2016,289,victor-anichebe,1000000.0,190.0,1988-04-23 00:00:00
Victor Wanyama,Southampton,EPL,32,2367,3,3,1,1.723528876900673,0.9338348228484392,1.723528876900673,0.0655334173726491,0.0355070274847315,0.0655334173726491,M S,28,16,10,0,5.478044670075178,7.770369669422507,77760,Victor,Wanyama,2019,148,victor-wanyama,2500000.0,184.0,1991-06-25 00:00:00
Matt Phillips,Queens Park Rangers,EPL,25,1827,3,3,8,3.0864787427708507,3.0363355800509453,3.0864787427708507,0.1520432878212241,0.1495731812832978,0.1520432878212241,F M S,42,34,1,0,1.1094430778175592,5.406232819892466,77274,Matt,Phillips,2020,984,matt-phillips,800000.0,183.0,1991-03-13 00:00:00
Morgan Amalfitano,West Ham,EPL,24,1174,3,3,1,2.6237589800730348,0.9993906710296868,2.6237589800730348,0.2011399558829413,0.0766142763140305,0.2011399558829413,F M S,19,10,3,0,3.0567575208842754,5.83771906234324,39883,Morgan,Amalfitano,2017,273,morgan-amalfitano,500000.0,178.0,1985-03-20 00:00:00
Ángel Di María,Manchester United,EPL,27,1642,3,3,10,2.9319101637229323,7.295103868469596,2.9319101637229323,0.1607015315073471,0.3998534398064943,0.1607015315073471,F M S,61,52,1,0,3.154285555705428,8.838051529601216,45320,Ángel,Di María,2024,294,angel-di-maria,3000000.0,178.0,1988-02-14 00:00:00
Bobby Zamora,Queens Park Rangers,EPL,31,1779,3,3,4,2.987050441559404,6.012668497860432,2.987050441559404,0.1511155366724825,0.3041822174297014,0.1511155366724825,F S,29,50,4,0,3.24147738981992,9.424549298360944,4205,Bobby,Zamora,2014,1039,bobby-zamora,750000.0,184.0,1981-01-16 00:00:00
Andreas Weimann,Aston Villa,EPL,31,1782,3,3,2,2.715451059862972,1.1188792865723372,2.715451059862972,0.1371439929223722,0.0565090548773907,0.1371439929223722,F M S,33,20,5,0,0.959268843755126,4.3667837008833885,49693,Andreas,Weimann,2014,405,andreas-weimann,2200000.0,179.0,1991-08-05 00:00:00
Héctor Bellerín,Arsenal,EPL,20,1564,2,2,1,0.2796935830265283,1.7710436806082726,0.2796935830265283,0.0160948992790201,0.1019142782958724,0.0160948992790201,D S,5,12,5,0,5.210577918216586,6.440684627741575,191217,Héctor,Bellerín,2024,150,hector-bellerin,3000000.0,178.0,1995-03-19 00:00:00
Scott Dann,Crystal Palace,EPL,34,2926,2,2,3,1.2500938000157475,3.0851117242127657,1.2500938000157475,0.0384512788795,0.0948940721733249,0.0384512788795,D,19,13,6,0,2.950543016195297,3.481816951185465,62688,Scott,Dann,2020,873,scott-dann,200000.0,194.0,1987-02-14 00:00:00
Joe Ledley,Crystal Palace,EPL,32,2581,2,2,0,1.6935912165790796,1.501201981678605,1.6935912165790796,0.0590558734955897,0.0523472213681032,0.0590558734955897,D M S,13,21,0,0,2.5305049270391464,3.830855121836066,34409,Joe,Ledley,2016,873,joe-ledley,300000.0,183.0,1987-01-23 00:00:00
Emmanuel Adebayor,Tottenham,EPL,13,811,2,2,1,2.904070284217596,1.3501763045787811,2.904070284217596,0.3222766036739625,0.1498346083996181,0.3222766036739625,F S,19,12,1,0,1.697083057835698,5.354458764195442,8883,Emmanuel,Adebayor,2019,3205,emmanuel-adebayor,250000.0,192.0,1984-02-26 00:00:00
Mark Noble,West Ham,EPL,28,2321,2,1,3,2.4249146431684494,3.095323782414198,0.9025769531726836,0.0940294346769325,0.1200254805761645,0.0349986754784754,M S,21,45,4,0,7.170457301661372,8.767043115571141,31835,Mark,Noble,2021,379,mark-noble,1000000.0,180.0,1987-05-08 00:00:00
Aaron Cresswell,West Ham,EPL,38,3420,2,2,4,1.2426324114203453,4.838662924245,1.2426324114203453,0.0327008529321143,0.1273332348485526,0.0327008529321143,D,19,35,5,0,6.953860400244594,9.588578367605804,92571,Aaron,Cresswell,2024,379,aaron-cresswell,700000.0,170.0,1989-12-15 00:00:00
Daley Blind,Manchester United,EPL,25,2174,2,2,2,0.9981924649327992,1.4453515401110053,0.9981924649327992,0.0413235151076135,0.0598351603541814,0.0413235151076135,D M,28,17,4,0,7.474333016201854,9.220815569162369,12282,Daley,Blind,2024,12321,daley-blind,2000000.0,180.0,1990-03-09 00:00:00
Leighton Baines,Everton,EPL,31,2775,2,0,9,2.9738168697804213,6.347046164795756,0.6903103794902563,0.0964481146955812,0.2058501458852677,0.0223884447402245,D M,22,70,4,0,6.834206357598305,9.676735237240791,13507,Leighton,Baines,2019,29,leighton-baines,1600000.0,170.0,1984-12-11 00:00:00
James McCarthy,Everton,EPL,28,2416,2,2,1,1.4063433026894927,1.0400393884629011,1.4063433026894927,0.052388616408135,0.0387431891397603,0.052388616408135,M S,19,16,7,0,6.607742246240377,8.401337254792452,45333,James,McCarthy,2024,371,james-mccarthy,100000.0,180.0,1990-11-12 00:00:00
Ross Barkley,Everton,EPL,29,1967,2,2,2,3.76016119774431,2.569686012342572,2.998992360197008,0.1720460131148896,0.1175758724508548,0.137218765845313,F M S,51,33,1,0,4.672089371830225,8.09089026413858,131978,Ross,Barkley,2024,405,ross-barkley,8000000.0,189.0,1993-12-05 00:00:00
Aaron Lennon,"Everton,Tottenham",EPL,23,1345,2,2,2,1.219703622162342,2.710263842716813,1.219703622162342,0.0816158557580749,0.181355944865809,0.0816158557580749,F M S,9,24,3,0,2.6042762733995914,5.866381855681539,14221,Aaron,Lennon,2021,1132,aaron-lennon,600000.0,165.0,1987-04-16 00:00:00
Nathaniel Clyne,Southampton,EPL,35,3148,2,2,0,0.9358649058267474,2.0856680162251,0.9358649058267474,0.0267559852364699,0.0596283740343897,0.0267559852364699,D M,19,22,4,0,5.568604273721576,8.067472023889422,85177,Nathaniel,Clyne,2024,873,nathaniel-clyne,1500000.0,175.0,1991-04-05 00:00:00
Alberto Moreno,Liverpool,EPL,28,2273,2,2,0,1.935569200664759,1.6584648517891765,1.935569200664759,0.0766393436250894,0.0656673280514852,0.0766393436250894,D M S,18,34,6,0,3.9634487330913535,6.778576390817761,207917,Alberto,Moreno,2024,1047,alberto-moreno,1800000.0,171.0,1992-07-05 00:00:00
Alberto Moreno,Liverpool,EPL,28,2273,2,2,0,1.935569200664759,1.6584648517891765,1.935569200664759,0.0766393436250894,0.0656673280514852,0.0766393436250894,D M S,18,34,6,0,3.9634487330913535,6.778576390817761,568149,Alberto,Moreno,2022,13,alberto-moreno,150000.0,175.0,2002-04-19 00:00:00
Fernando,Manchester City,EPL,25,1886,2,2,2,1.681158198043704,1.5776128359138966,1.681158198043704,0.0802249405217038,0.0752837514487013,0.0802249405217038,M S,10,13,6,0,9.973449733108282,11.18131696805358,15338,,Fernando,2014,2282,fernando,500000.0,192.0,1981-05-03 00:00:00
Fernando,Manchester City,EPL,25,1886,2,2,2,1.681158198043704,1.5776128359138966,1.681158198043704,0.0802249405217038,0.0752837514487013,0.0802249405217038,M S,10,13,6,0,9.973449733108282,11.18131696805358,51174,,Fernando,2023,368,fernando,2000000.0,183.0,1987-07-25 00:00:00
Fernando,Manchester City,EPL,25,1886,2,2,2,1.681158198043704,1.5776128359138966,1.681158198043704,0.0802249405217038,0.0752837514487013,0.0802249405217038,M S,10,13,6,0,9.973449733108282,11.18131696805358,105456,,Fernando,2022,589,fernando,2000000.0,175.0,1992-03-03 00:00:00
Fernando,Manchester City,EPL,25,1886,2,2,2,1.681158198043704,1.5776128359138966,1.681158198043704,0.0802249405217038,0.0752837514487013,0.0802249405217038,M S,10,13,6,0,9.973449733108282,11.18131696805358,550495,,Fernando,2021,660,fernando,10000000.0,176.0,1999-03-01 00:00:00
Aleksandar Kolarov,Manchester City,EPL,21,1483,2,2,3,1.06229408364743,1.7350505460053682,1.06229408364743,0.0644682855888528,0.1052963918681612,0.0644682855888528,D S,27,23,4,0,5.42341589089483,6.375884652137756,46156,Aleksandar,Kolarov,2021,46,aleksandar-kolarov,500000.0,187.0,1985-11-10 00:00:00
Ashley Young,Manchester United,EPL,26,2076,2,2,5,2.507619198411703,4.116282467730343,2.507619198411703,0.1087118149600449,0.1784515520692345,0.1087118149600449,D M S,29,34,5,0,3.891769116744399,7.867700770497322,14086,Ashley,Young,2024,29,ashley-young,500000.0,175.0,1985-07-09 00:00:00
James McArthur,Crystal Palace,EPL,32,2623,2,2,0,2.069862629286945,1.7737971246242523,2.069862629286945,0.071020829826849,0.060862272671057,0.071020829826849,M S,33,28,6,0,3.589022320695221,6.689042314887047,41416,James,McArthur,2022,873,james-mcarthur,400000.0,178.0,1987-10-07 00:00:00
Eric Dier,Tottenham,EPL,28,2288,2,2,2,1.4194439481943846,1.4741118848323822,1.4194439481943846,0.0558347706894644,0.05798517029498,0.0558347706894644,D S,12,14,4,0,7.489944479428232,8.794128599576652,175722,Eric,Dier,2024,27,eric-dier,8000000.0,191.0,1994-01-15 00:00:00
Erik Lamela,Tottenham,EPL,33,2297,2,2,7,2.452041396871209,6.099331357516348,2.452041396871209,0.0960747608700082,0.2389812025147894,0.0960747608700082,M S,38,60,6,0,7.29339493624866,11.233154013752936,111630,Erik,Lamela,2024,2441,erik-lamela,1500000.0,184.0,1992-03-04 00:00:00
Willian,Chelsea,EPL,36,2439,2,2,3,4.2270332388579845,5.783545650541782,4.2270332388579845,0.1559790863047226,0.2134149686546783,0.1559790863047226,M S,55,49,3,0,9.933883491903543,17.24670585989952,52769,,Willian,2024,931,willian,1000000.0,175.0,1988-08-09 00:00:00
Willian,Chelsea,EPL,36,2439,2,2,3,4.2270332388579845,5.783545650541782,4.2270332388579845,0.1559790863047226,0.2134149686546783,0.1559790863047226,M S,55,49,3,0,9.933883491903543,17.24670585989952,55338,,Willian,2013,6414,willian,300000.0,171.0,1986-11-19 00:00:00
Wes Morgan,Leicester,EPL,37,3293,2,2,2,2.281810495071113,0.9166034068912268,2.281810495071113,0.0623634814929851,0.0250514140966323,0.0623634814929851,D,25,6,1,1,2.1298985704779625,2.8684940934181213,10003,Wes,Morgan,2020,1003,wes-morgan,400000.0,185.0,1984-01-21 00:00:00
Marc Albrighton,Leicester,EPL,18,1011,2,2,3,1.3866995386779308,3.893735403195024,1.3866995386779308,0.1234450627903202,0.346623329661278,0.1234450627903202,D M S,14,31,3,0,3.256589272990823,6.1032954165712,61560,Marc,Albrighton,2022,1003,marc-albrighton,1000000.0,175.0,1989-11-18 00:00:00
Andros Townsend,Tottenham,EPL,17,767,2,1,2,1.7839630860835314,0.951786994934082,1.0227942485362291,0.2093307402184065,0.1116829589883538,0.120014970493169,M S,16,13,2,0,1.841178448870778,2.9315969981253147,61842,Andros,Townsend,2024,589,andros-townsend,1000000.0,181.0,1991-07-16 00:00:00
Andy King,Leicester,EPL,24,1366,2,2,0,2.062912994995713,0.1290820445865392,2.062912994995713,0.1359166687771699,0.0085046735086299,0.1359166687771699,M S,14,5,1,0,2.848556965589524,4.1143228728324175,56872,Andy,King,2020,2727,andy-king,200000.0,184.0,1988-10-29 00:00:00
Craig Dawson,West Bromwich Albion,EPL,29,2593,2,2,0,1.7655174881219864,0.3051364682614803,1.7655174881219864,0.0612790489513994,0.0105909302520374,0.0612790489513994,D,16,5,6,0,2.870568037033081,3.116907238960266,121477,Craig,Dawson,2024,543,craig-dawson,2000000.0,188.0,1990-05-06 00:00:00
Rickie Lambert,Liverpool,EPL,25,798,2,2,2,1.8370396420359607,0.8429341707378626,1.8370396420359607,0.2071849220341309,0.0950677636170521,0.2071849220341309,F S,19,11,2,0,1.7272389838472009,4.115941544994712,49655,Rickie,Lambert,2016,984,rickie-lambert,1500000.0,187.0,1982-02-16 00:00:00
James Chester,Hull,EPL,23,1878,2,2,0,0.6936230873689055,0.1987740322947502,0.6936230873689055,0.0332407230368485,0.0095259120908027,0.0332407230368485,D M,9,5,5,1,2.1908212825655937,2.350152187049389,73482,James,Chester,2019,405,james-chester,100000.0,177.0,1989-01-23 00:00:00
Ryan Bertrand,Southampton,EPL,34,3057,2,2,2,0.9820245895534754,3.735289981588721,0.9820245895534754,0.0289114206934291,0.1099692830693441,0.0289114206934291,D M,14,26,3,1,8.784687332808971,11.75373169593513,40611,Ryan,Bertrand,2022,1003,ryan-bertrand,500000.0,179.0,1989-08-05 00:00:00
Samir Nasri,Manchester City,EPL,24,1596,2,2,6,2.478832272812724,4.465052543208003,2.478832272812724,0.1397837747826724,0.2517886772485716,0.1397837747826724,M S,34,52,5,0,8.548642644658685,12.835824765264988,18935,Samir,Nasri,2019,58,samir-nasri,1600000.0,177.0,1987-06-26 00:00:00
Ryan Shawcross,Stoke,EPL,32,2831,2,2,1,2.2761021964251995,1.250530906021595,2.2761021964251995,0.0723593068450257,0.0397554862387649,0.0723593068450257,D,19,14,7,0,2.366593267768621,3.206403042189777,45861,Ryan,Shawcross,2017,512,ryan-shawcross,500000.0,191.0,1987-10-04 00:00:00
Leon Osman,Everton,EPL,21,1262,2,2,2,2.71707103215158,1.5407476089894772,2.71707103215158,0.1937689325623155,0.1098789895475855,0.1937689325623155,M S,28,16,0,0,3.7278637010604143,6.00938605889678,3620,Leon,Osman,2015,29,leon-osman,1000000.0,173.0,1981-05-17 00:00:00
Chris Brunt,West Bromwich Albion,EPL,34,2901,2,2,10,2.0603711744770408,5.3615052960813046,2.0603711744770408,0.0639205121347582,0.1663341870552628,0.0639205121347582,D F M S,33,50,5,0,4.853268548846245,6.671323455870152,36814,Chris,Brunt,2017,984,chris-brunt,350000.0,187.0,1984-12-14 00:00:00
Marouane Chamakh,Crystal Palace,EPL,18,1163,2,2,0,2.013119178358465,0.683624979108572,2.013119178358465,0.1557873826760635,0.0529030508338533,0.1557873826760635,F M S,11,18,4,0,1.0949442461133003,2.5799614135175943,19085,Marouane,Chamakh,2015,873,marouane-chamakh,2000000.0,188.0,1984-01-10 00:00:00
Yoan Gouffran,Newcastle United,EPL,31,1991,2,2,1,1.5459726601839066,1.589275517500937,1.5459726601839066,0.0698832443076602,0.0718406813536335,0.0698832443076602,F M S,24,19,3,0,2.5501325223594904,4.416469539515674,23825,Yoan,Gouffran,2018,1467,yoan-gouffran,150000.0,175.0,1986-05-25 00:00:00
Brede Hangeland,Crystal Palace,EPL,14,1175,2,2,1,0.9855326786637306,0.550883948802948,0.9855326786637306,0.0754876094295623,0.0421953662912896,0.0754876094295623,D S,4,4,2,0,0.8688823711127043,0.9159351866692304,25553,Brede,Hangeland,2015,873,brede-hangeland,1000000.0,199.0,1981-06-20 00:00:00
Ramires,Chelsea,EPL,23,1089,2,2,4,1.8734566122293472,2.080059310421348,1.8734566122293472,0.154831124977632,0.1719057281339956,0.154831124977632,M S,17,10,4,0,3.957371363416314,7.35064216889441,54170,,Ramires,2015,631,ramires,300000.0,179.0,1987-03-24 00:00:00
Mauro Zárate,"Queens Park Rangers,West Ham",EPL,11,481,2,2,1,0.7167845498770475,0.4284250438213348,0.7167845498770475,0.1341176912451856,0.0801626901121,0.1341176912451856,M S,17,7,2,0,0.5611164029687643,1.2175905350595713,26456,Mauro,Zárate,2016,430,mauro-zarate,250000.0,175.0,1987-03-18 00:00:00
Andrej Kramaric,Leicester,EPL,13,569,2,2,0,2.063564505428076,0.6953198164701462,2.063564505428076,0.3263986036705216,0.1099802873151373,0.3263986036705216,F S,23,6,0,0,0.4108100663870573,2.527539687231183,46580,Andrej,Kramaric,2024,533,andrej-kramaric,4000000.0,177.0,1991-06-19 00:00:00
James Morrison,West Bromwich Albion,EPL,33,2567,2,2,1,1.7436694828793406,3.099484246224165,1.7436694828793406,0.0611337177480096,0.1086691009583852,0.0611337177480096,M S,30,37,3,0,6.145425917580724,8.344453550875187,27614,James,Morrison,2017,984,james-morrison,1500000.0,183.0,1986-05-25 00:00:00
